company,director,genre,name,rating,star,writer
Pathé,Danny Boyle,Adventure,127 Hours,R,James Franco,Danny Boyle
Twentieth Century Fox Film Corporation,Nimród Antal,Action,Predators,R,Adrien Brody,Alex Litvak
Lionsgate,Paul Haggis,Crime,The Next Three Days,PG-13,Russell Crowe,Paul Haggis
Columbia Pictures,Adam McKay,Action,The Other Guys,PG-13,Will Ferrell,Adam McKay
Universal Pictures,Anand Tucker,Comedy,Leap Year,PG,Amy Adams,Deborah Kaplan
Columbia Pictures,Harald Zwart,Action,The Karate Kid,PG,Jackie Chan,Christopher Murphey
Summit Entertainment,David Slade,Adventure,The Twilight Saga: Eclipse,PG-13,Kristen Stewart,Melissa Rosenberg
Film4,Christopher Morris,Comedy,Four Lions,R,Will Adamsdale,Christopher Morris
Groundswell Productions,Andrew Jarecki,Crime,All Good Things,R,Ryan Gosling,Marcus Hinchey
Touchstone Pictures,Mark Steven Johnson,Comedy,When in Rome,PG-13,Kristen Bell,David Diamond
Anonymous Content,Debra Granik,Drama,Winter's Bone,R,Jennifer Lawrence,Debra Granik
Dimension Films,Alexandre Aja,Comedy,Piranha 3D,R,Elisabeth Shue,Pete Goldfinger
Metro-Goldwyn-Mayer (MGM),Steve Pink,Comedy,Hot Tub Time Machine,R,John Cusack,Josh Heald
Twentieth Century Fox Film Corporation,Tony Scott,Action,Unstoppable,PG-13,Denzel Washington,Mark Bomback
CBS Films,George Tillman Jr.,Action,Faster,R,Dwayne Johnson,Tony Gayton
Pathé Pictures International,Neil Marshall,Action,Centurion,R,Michael Fassbender,Neil Marshall
Fox 2000 Pictures,Elizabeth Allen Rosenbaum,Adventure,Ramona and Beezus,G,Joey King,Laurie Craig
Softbank Ventures,Jee-woon Kim,Action,I Saw the Devil,NOT RATED,Byung-hun Lee,Jee-woon Kim
Color Force,Thor Freudenthal,Comedy,Diary of a Wimpy Kid,PG,Zachary Gordon,Jackie Filgo
New Line Cinema,Garry Marshall,Comedy,Valentine's Day,PG-13,Julia Roberts,Katherine Fugate
Warner Bros.,Martin Campbell,Crime,Edge of Darkness,R,Mel Gibson,William Monahan
Universal Pictures,Burr Steers,Drama,Charlie St. Cloud,PG-13,Zac Efron,Craig Pearce
Overture Films,Matt Reeves,Drama,Let Me In,R,Kodi Smit-McPhee,Matt Reeves
DreamWorks Animation,Tom McGrath,Animation,Megamind,PG,Will Ferrell,Alan Schoolcraft
Audiovisual Aval SGR,Rodrigo Cortés,Drama,Sepultado,R,Ryan Reynolds,Chris Sparling
DreamWorks Animation,Mike Mitchell,Animation,Shrek Forever After,PG,Mike Myers,William Steig
Castle Rock Entertainment,Rob Reiner,Comedy,Flipped,PG,Madeline Carroll,Rob Reiner
GK Films,Florian Henckel von Donnersmarck,Action,The Tourist,PG-13,Johnny Depp,Florian Henckel von Donnersmarck
Touchstone Pictures,Andy Fickman,Comedy,You Again,PG,Kristen Bell,Moe Jelline
Fox 2000 Pictures,Michael Apted,Adventure,The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,Ben Barnes,Christopher Markus
Overnight Films,Ethan Maniquis,Action,Machete,R,Danny Trejo,Robert Rodriguez
Vertigo Films,Gareth Edwards,Drama,Monsters,R,Scoot McNairy,Gareth Edwards
Walt Disney Pictures,Jon Turteltaub,Action,The Sorcerer's Apprentice,PG,Nicolas Cage,Lawrence Konner
Twentieth Century Fox Film Corporation,Oliver Stone,Drama,Wall Street: Money Never Sleeps,PG-13,Shia LaBeouf,Allan Loeb
Cinema Service,Jeong-beom Lee,Action,The Man from Nowhere,R,Bin Won,Jeong-beom Lee
Screen Gems,Lasse Hallström,Drama,Dear John,PG-13,Channing Tatum,Jamie Linden
Columbia Pictures,Ryan Murphy,Drama,Eat Pray Love,PG-13,Julia Roberts,Ryan Murphy
Warner Bros.,Todd Phillips,Comedy,Due Date,R,Robert Downey Jr.,Alan R. Cohen
Samuel Goldwyn Films,Larysa Kondracki,Action,Secretos Peligrosos,R,Rachel Weisz,Larysa Kondracki
Warner Bros.,Sylvain White,Action,The Losers,PG-13,Idris Elba,Peter Berg
Overture Films,Breck Eisner,Horror,The Crazies,R,Radha Mitchell,Scott Kosar
Focus Features,Anna Boden,Comedy,It's Kind of a Funny Story,PG-13,Keir Gilchrist,Anna Boden
Universal Pictures,Paul Weitz,Comedy,Little Fockers,PG-13,Ben Stiller,John Hamburg
This Is That Productions,James Gunn,Comedy,Super,R,Rainn Wilson,James Gunn
Universal Pictures,Nicholas Stoller,Comedy,Get Him to the Greek,R,Jonah Hill,Nicholas Stoller
Exclusive Films,Peter Weir,Adventure,The Way Back,PG-13,Jim Sturgess,Keith R. Clarke
Touchstone Pictures,Julie Anne Robinson,Drama,The Last Song,PG,Miley Cyrus,Nicholas Sparks
Egoli Tossell Film,Christopher Smith,Action,Black Death,R,Eddie Redmayne,Dario Poloni
Porchlight Films,David Michôd,Crime,Animal Kingdom,R,James Frecheville,David Michôd
Gato Negro Films,Sebastian Gutierrez,Comedy,Elektra Luxx,R,Joseph Gordon-Levitt,Sebastian Gutierrez
Constantin Film,Paul W.S. Anderson,Action,Resident Evil: Afterlife,R,Milla Jovovich,Paul W.S. Anderson
Menageatroz,Alejandro González Iñárritu,Drama,Biutiful,R,Javier Bardem,Alejandro González Iñárritu
Universal Pictures,John Erick Dowdle,Horror,Devil,PG-13,Chris Messina,Brian Nelson
Mandate Pictures,Josh Gordon,Comedy,The Switch,PG-13,Jennifer Aniston,Allan Loeb
R.P. Productions,Roman Polanski,Drama,The Ghost Writer,PG-13,Ewan McGregor,Robert Harris
Universal Pictures,Joe Johnston,Drama,The Wolfman,R,Benicio Del Toro,Andrew Kevin Walker
Gaumont,Massy Tadjedin,Drama,Last Night,R,Keira Knightley,Massy Tadjedin
Screen Gems,John Luessenhop,Action,Takers,PG-13,Chris Brown,Peter Allen
Warner Bros.,Jimmy Hayward,Action,Jonah Hex,PG-13,Josh Brolin,Mark Neveldine
Whenua Films,Taika Waititi,Comedy,Boy,NOT RATED,James Rolleston,Taika Waititi
CBS Films,Alan Poul,Comedy,The Back-up Plan,PG-13,Jennifer Lopez,Kate Angelo
Columbia Pictures,Andy Tennant,Action,The Bounty Hunter,PG-13,Jennifer Aniston,Sarah Thorp
River Road Entertainment,Floria Sigismondi,Biography,The Runaways,R,Kristen Stewart,Floria Sigismondi
The Weinstein Company,Richard Ayoade,Comedy,Submarine,R,Craig Roberts,Richard Ayoade
Rogue Pictures,Colin Strause,Action,Skyline,PG-13,Eric Balfour,Joshua Cordes
Columbia Pictures,James L. Brooks,Comedy,How Do You Know,PG-13,Reese Witherspoon,James L. Brooks
A Bigger Boat,Adam Green,Thriller,Frozen,R,Shawn Ashmore,Adam Green
Focus Features,Sofia Coppola,Comedy,Somewhere,R,Stephen Dorff,Sofia Coppola
Miramax,John Madden,Drama,The Debt,R,Helen Mirren,Matthew Vaughn
Olympus Pictures,Mike Mills,Comedy,Beginners,R,Ewan McGregor,Mike Mills
Lionsgate,Robert Luketic,Action,Killers,PG-13,Katherine Heigl,Bob DeRosa
Filmax Entertainment,Emilio Estevez,Adventure,The Way,PG-13,Martin Sheen,Emilio Estevez
Summit Entertainment,Gary Winick,Adventure,Letters to Juliet,PG,Amanda Seyfried,Jose Rivera
Olympus Pictures,John Cameron Mitchell,Drama,Rabbit Hole,PG-13,Nicole Kidman,David Lindsay-Abaire
Millennium Films,David Schwimmer,Crime,Trust,R,Clive Owen,Andy Bellin
Filmkameratene A/S,André Øvredal,Drama,Trollhunter,PG-13,Otto Jespersen,André Øvredal
EuropaCorp,Pierre Morel,Action,París en la Mira,R,John Travolta,Adi Hasak
Paramount Pictures,Jay Roach,Comedy,Dinner for Schmucks,PG-13,Steve Carell,David Guion
Universal Pictures,Paul Greengrass,Action,Green Zone,R,Matt Damon,Brian Helgeland
Focus Features,Lisa Cholodenko,Comedy,The Kids Are All Right,R,Annette Bening,Lisa Cholodenko
Warner Bros.,Clint Eastwood,Drama,Hereafter,PG-13,Matt Damon,Peter Morgan
Relativity Media,Brian Levant,Action,The Spy Next Door,PG,Jackie Chan,Jonathan Bernstein
Focus Features,Anton Corbijn,Crime,The American,R,George Clooney,Rowan Joffe
Magic Light Pictures,Jonathan Lynn,Action,Wild Target,PG-13,Bill Nighy,Lucinda Coxon
Sedic International,Takashi Miike,Action,13 Assassins,R,Kôji Yakusho,Kaneo Ikegami
Warner Bros.,Zack Snyder,Animation,Legend of the Guardians: The Owls of Ga'Hoole,PG,Jim Sturgess,John Orloff
River Road Entertainment,Doug Liman,Biography,Fair Game,PG-13,Naomi Watts,Jez Butterworth
Warner Bros.,Kevin Smith,Action,Cop Out,R,Bruce Willis,Robb Cullen
Summit Entertainment,Jon M. Chu,Drama,Step Up 3D,PG-13,Sharni Vinson,Amy Andelson
Studio Ghibli,Hiromasa Yonebayashi,Animation,The Secret World of Arrietty,G,Bridgit Mendler,Mary Norton
Screen Gems,Neil LaBute,Comedy,Death at a Funeral,R,Chris Rock,Dean Craig
Miramax,Troy Nixey,Fantasy,Don't Be Afraid of the Dark,R,Katie Holmes,Guillermo del Toro
Dharma Productions,Karan Johar,Adventure,My Name Is Khan,PG-13,Shah Rukh Khan,Shibani Bathija
Universal Pictures,Miguel Sapochnik,Action,Repo Men,R,Jude Law,Eric Garcia
Regency Enterprises,Jason Friedberg,Adventure,Vampires Suck,PG-13,Jenn Proske,Jason Friedberg
Bad Robot,Roger Michell,Comedy,Morning Glory,PG-13,Rachel McAdams,Aline Brosh McKenna
Not specified,John Wells,Drama,The Company Men,R,Ben Affleck,John Wells
They Are Going to Kill Us Productions,Casey Affleck,Comedy,I'm Still Here,R,Joaquin Phoenix,Casey Affleck
Twentieth Century Fox Film Corporation,Michael Lembeck,Comedy,Tooth Fairy,PG,Dwayne Johnson,Lowell Ganz
Glass Eye Pix,Jim Mickle,Drama,Stake Land,R,Connor Paolo,Nick Damici
Serendipity Point Films,Richard J. Lewis,Comedy,La versión de mi vida,R,Paul Giamatti,Mordecai Richler
Walt Disney Pictures,Randall Wallace,Biography,Secretariat,PG,Diane Lane,Mike Rich
Realitism Films,Quentin Dupieux,Comedy,Rubber,R,Stephen Spinella,Quentin Dupieux
Ruby Films,Stephen Frears,Comedy,Tamara Drewe,R,Gemma Arterton,Posy Simmonds
Mediapro,Woody Allen,Comedy,You Will Meet a Tall Dark Stranger,R,Anthony Hopkins,Woody Allen
Henan Film & TV Production Group Henan Film Studio,Wilson Yip,Action,Ip Man 2,R,Donnie Yen,Tai-lee Chan
Hero Entertainment,Michael Winterbottom,Crime,The Killer Inside Me,R,Casey Affleck,John Curran
Twentieth Century Fox Film Corporation,Rob Letterman,Adventure,Gulliver's Travels,PG,Jack Black,Joe Stillman
Les Productions du Trésor,Guillaume Canet,Comedy,Little White Lies,NOT RATED,François Cluzet,Guillaume Canet
Broadway Video,Jorma Taccone,Action,MacGruber,R,Will Forte,Will Forte
Paramount Pictures,Tod Williams,Horror,Paranormal Activity 2,R,Katie Featherston,Michael R. Perry
Strike Entertainment,Daniel Stamm,Drama,El último exorcismo,PG-13,Patrick Fabian,Huck Botko
Millennium Films,John Curran,Drama,Stone,R,Edward Norton,Angus MacLachlan
New Line Cinema,Nanette Burstein,Comedy,Going the Distance,R,Drew Barrymore,Geoff LaTulippe
"Last Picture Company, The",Spencer Susser,Comedy,Hesher,R,Joseph Gordon-Levitt,Spencer Susser
Mifilifilms,Xavier Dolan,Drama,Heartbeats,NOT RATED,Xavier Dolan,Xavier Dolan
Annapurna Productions,Mitch Glazer,Drama,Passion Play,R,Mickey Rourke,Mitch Glazer
Tre Vänner Produktion AB,Daniel Espinosa,Action,Easy Money,R,Joel Kinnaman,Daniel Espinosa
The Weinstein Company,Abe Sylvia,Comedy,Dirty Girl,R,Juno Temple,Abe Sylvia
Omega Entertainment,Tony Goldwyn,Biography,Conviction,R,Hilary Swank,Pamela Gray
Globo Filmes,José Padilha,Action,Elite Squad: The Enemy Within,UNRATED,Wagner Moura,Bráulio Mantovani
GK Films,William Monahan,Crime,London Boulevard,R,Colin Farrell,William Monahan
"American Film Company, The",Robert Redford,Crime,The Conspirator,PG-13,Robin Wright,James D. Solomon
Catfish Productions,James Keach,Comedy,Waiting for Forever,PG-13,Rachel Bilson,Steve Adams
Miramax,Julie Taymor,Comedy,The Tempest,PG-13,Helen Mirren,Julie Taymor
Scott Free Productions,Jay Duplass,Comedy,Cyrus,R,John C. Reilly,Mark Duplass
Warner Bros.,Eric Brevig,Animation,Yogi Bear,PG,Dan Aykroyd,J.R. Ventimilia
Screen Gems,Shana Feste,Drama,Country Strong,PG-13,Garrett Hedlund,Shana Feste
Baby Cow Productions,Michael Winterbottom,Comedy,The Trip,NOT RATED,Steve Coogan,Baby Cow Productions
Stacey Testro International,Nick Tomnay,Comedy,The Perfect Host,R,David Hyde Pierce,Nick Tomnay
Chromewood Productions,Panos Cosmatos,Sci-Fi,Beyond the Black Rainbow,R,Eva Bourne,Panos Cosmatos
Ealing Studios,John Landis,Comedy,Burke and Hare,R,Bill Bailey,Piers Ashworth
Evenstar Films,Kelly Reichardt,Drama,Meek's Cutoff,PG,Michelle Williams,Jonathan Raymond
Desperate Pictures,Gregg Araki,Comedy,Kaboom,UNRATED,Thomas Dekker,Gregg Araki
Danmarks Radio (DR),Susanne Bier,Drama,In a Better World,R,Mikael Persbrandt,Anders Thomas Jensen
Aramid Entertainment Fund,Taylor Hackford,Biography,Love Ranch,R,Helen Mirren,Mark Jacobson
Audley Films,Nigel Cole,Biography,Made in Dagenham,R,Sally Hawkins,William Ivory
10th Hole Productions,Galt Niederhoffer,Comedy,The Romantics,PG-13,Katie Holmes,Galt Niederhoffer
Gaumont,Joel Schumacher,Action,Twelve,R,Chace Crawford,Jordan Melamed
Tornasol Films,Álex de la Iglesia,Comedy,The Last Circus,R,Carlos Areces,Álex de la Iglesia
Temple Hill Entertainment,Dan Rush,Comedy,Everything Must Go,R,Will Ferrell,Dan Rush
Rogue,Sngmoo Lee,Action,The Warrior's Way,R,Dong-gun Jang,Sngmoo Lee
Rogue,Wes Craven,Horror,My Soul to Take,R,Max Thieriot,Wes Craven
CBS Films,Tom Vaughan,Drama,Extraordinary Measures,PG,Brendan Fraser,Robert Nelson Jacobs
Lionsgate,Tyler Perry,Drama,For Colored Girls,R,Janet Jackson,Tyler Perry
ArieScope Pictures,Adam Green,Comedy,Hatchet II,R,Danielle Harris,Adam Green
Twentieth Century Fox Film Corporation,Tom Dey,Comedy,Marmaduke,PG,Owen Wilson,Tim Rasmussen
Quad Productions,Pascal Chaumeil,Comedy,Heartbreaker,NOT RATED,Romain Duris,Laurent Zeitoun
Paper Street Films,Josh Radnor,Comedy,Happythankyoumoreplease,R,Josh Radnor,Josh Radnor
Haos Film,Athina Rachel Tsangari,Drama,La vida según Attenberg,NOT RATED,Ariane Labed,Athina Rachel Tsangari
Secret Handshake Entertainment,Michael J. Weithorn,Comedy,A Little Help,R,Jenna Fischer,Michael J. Weithorn
AXN,Icíar Bollaín,Drama,Even the Rain,UNRATED,Gael García Bernal,Paul Laverty
Hughes House Film,Patrick Hughes,Thriller,Red Hill,R,Ryan Kwanten,Patrick Hughes
Sidus FNH-Benex Cinema Fund 1,Sang-soo Im,Drama,The Housemaid,NOT RATED,Do-yeon Jeon,Ki-young Kim
Hyde Park Films,Kevin Munroe,Action,Dylan Dog: Dead of Night,PG-13,Brandon Routh,Thomas Dean Donnelly
MK2 Productions,Abbas Kiarostami,Drama,Certified Copy,NOT RATED,Juliette Binoche,Caroline Eliacheff
An Olive Branch Productions,George Hickenlooper,Biography,Casino Jack,R,Kevin Spacey,Norman Snider
Bollywood Hollywood Production,Anurag Basu,Action,Kites: Más allá de las fronteras,NOT RATED,Kangana Ranaut,Anurag Basu
Hugo Productions,Gilles Paquet-Brenner,Drama,La llave de Sarah,PG-13,Kristin Scott Thomas,Tatiana De Rosnay
Company Films,Malcolm Venville,Comedy,Henry's Crime,R,Keanu Reeves,Sacha Gervasi
Samuel Goldwyn Films,Jake Scott,Drama,Welcome to the Rileys,R,James Gandolfini,Ken Hixon
Access Motion Pictures,Geoffrey Sax,Biography,Frankie & Alice,R,Halle Berry,Cheryl Edwards
Asmik Ace Entertainment,Tran Anh Hung,Drama,Norwegian Wood,NOT RATED,Ken'ichi Matsuyama,Haruki Murakami
CD2 Films,Brad Peyton,Action,Cats & Dogs: The Revenge of Kitty Galore,PG,Bette Midler,Ron J. Friedman
Summit Entertainment,Roger Kumble,Comedy,Furry Vengeance,PG,Brendan Fraser,Michael Carnes
Kick the Machine,Apichatpong Weerasethakul,Comedy,Uncle Boonmee Who Can Recall His Past Lives,NOT RATED,Thanapat Saisaymar,Phra Sripariyattiweti
Prime Focus,Sanjay Leela Bhansali,Comedy,Guzaarish,Not specified,Hrithik Roshan,Sanjay Leela Bhansali
Thin Man Films,Mike Leigh,Comedy,Another Year,PG-13,Jim Broadbent,Mike Leigh
Herrick Entertainment,Brad Anderson,Horror,Vanishing on 7th Street,R,Hayden Christensen,Anthony Jaswinski
Tiny Ponies,Lena Dunham,Comedy,Tiny Furniture,NOT RATED,Lena Dunham,Lena Dunham
Lions Gate Family Entertainment,Anthony Bell,Animation,Alpha and Omega,PG,Hayden Panettiere,Chris Denk
Warner Bros.,David Yates,Adventure,Harry Potter and the Deathly Hallows: Part 2,PG-13,Daniel Radcliffe,Steve Kloves
Universal Pictures,Jon Favreau,Action,Cowboys & Aliens,PG-13,Daniel Craig,Roberto Orci
Walt Disney Pictures,Rob Marshall,Action,Pirates of the Caribbean: On Stranger Tides,PG-13,Johnny Depp,Ted Elliott
FilmDistrict,Nicolas Winding Refn,Crime,Drive,R,Ryan Gosling,Hossein Amini
DreamWorks,Tate Taylor,Drama,The Help,PG-13,Emma Stone,Tate Taylor
Carousel Productions (II),Glenn Ficarra,Comedy,"Crazy, Stupid, Love.",PG-13,Steve Carell,Dan Fogelman
Columbia Pictures,David Fincher,Crime,The Girl with the Dragon Tattoo,R,Daniel Craig,Steven Zaillian
StudioCanal,Tomas Alfredson,Drama,El espía que sabía demasiado,R,Gary Oldman,Bridget O'Connor
Universal Pictures,Paul Feig,Comedy,Bridesmaids,R,Kristen Wiig,Kristen Wiig
Warner Bros.,Zack Snyder,Action,Sucker Punch,PG-13,Emily Browning,Zack Snyder
Paramount Pictures,Kenneth Branagh,Action,Thor,PG-13,Chris Hemsworth,Ashley Miller
Quad Productions,Olivier Nakache,Biography,The Intouchables,R,François Cluzet,Olivier Nakache
Paramount Pictures,Joe Johnston,Action,Captain America: The First Avenger,PG-13,Chris Evans,Christopher Markus
Lionsgate,Gavin O'Connor,Drama,Warrior,PG-13,Tom Hardy,Gavin O'Connor
Twentieth Century Fox Film Corporation,Matthew Vaughn,Action,X-Men: First Class,PG-13,James McAvoy,Ashley Miller
Warner Bros.,Martin Campbell,Action,Green Lantern,PG-13,Ryan Reynolds,Greg Berlanti
Relativity Media,Neil Burger,Mystery,Limitless,PG-13,Bradley Cooper,Leslie Dixon
Relativity Media,Tarsem Singh,Action,Immortals,R,Henry Cavill,Charley Parlapanides
Paramount Pictures,J.J. Abrams,Mystery,Super 8,PG-13,Elle Fanning,J.J. Abrams
Twentieth Century Fox Film Corporation,Rupert Wyatt,Action,Rise of the Planet of the Apes,PG-13,James Franco,Rick Jaffa
Screen Gems,Scott Stewart,Action,Priest,PG-13,Paul Bettany,Cory Goodman
Paramount Pictures,Michael Bay,Action,Transformers: Dark of the Moon,PG-13,Shia LaBeouf,Ehren Kruger
Regency Enterprises,Andrew Niccol,Action,In Time,PG-13,Justin Timberlake,Andrew Niccol
Twentieth Century Fox Film Corporation,Cameron Crowe,Comedy,We Bought a Zoo,PG,Matt Damon,Aline Brosh McKenna
Mediapro,Woody Allen,Comedy,Midnight in Paris,PG-13,Owen Wilson,Woody Allen
Summit Entertainment,Duncan Jones,Mystery,Source Code,PG-13,Jake Gyllenhaal,Ben Ripley
Paramount Pictures,Brad Bird,Action,Mission: Impossible - Ghost Protocol,PG-13,Tom Cruise,Bruce Geller
Columbia Pictures,Dennis Dugan,Comedy,Just Go with It,PG-13,Adam Sandler,Allan Loeb
Lionsgate,Brad Furman,Crime,The Lincoln Lawyer,R,Matthew McConaughey,John Romano
New Line Cinema,Seth Gordon,Comedy,Horrible Bosses,R,Jason Bateman,Michael Markowitz
DreamWorks,D.J. Caruso,Action,I Am Number Four,PG-13,Alex Pettyfer,Alfred Gough
See-Saw Films,Steve McQueen,Drama,Shame,NC-17,Michael Fassbender,Steve McQueen
Dimension Films,Wes Craven,Horror,Scream 4,R,Neve Campbell,Kevin Williamson
Screen Gems,Will Gluck,Comedy,Friends with Benefits,R,Mila Kunis,Keith Merryman
Columbia Pictures,Jake Kasdan,Comedy,Bad Teacher,R,Cameron Diaz,Gene Stupnitsky
Paramount Pictures,Martin Scorsese,Adventure,Hugo,PG,Asa Butterfield,John Logan
Snoot Entertainment,Adam Wingard,Horror,You're Next,R,Sharni Vinson,Simon Barrett
Columbia Pictures,Bennett Miller,Biography,Moneyball,PG-13,Brad Pitt,Steven Zaillian
Focus Features,Lone Scherfig,Drama,One Day,PG-13,Anne Hathaway,David Nicholls
No Trace Camping,Michael Dowse,Comedy,Goon,R,Seann William Scott,Jay Baruchel
Paramount Pictures,Ivan Reitman,Comedy,No Strings Attached,R,Natalie Portman,Elizabeth Meriwether
Summit Entertainment,Bill Condon,Adventure,The Twilight Saga: Breaking Dawn - Part 1,PG-13,Kristen Stewart,Melissa Rosenberg
BBC Films,Lynne Ramsay,Drama,We Need to Talk About Kevin,R,Tilda Swinton,Lynne Ramsay
Warner Bros.,Guy Ritchie,Action,Sherlock Holmes: A Game of Shadows,PG-13,Robert Downey Jr.,Michele Mulroney
Zentropa Entertainments,Lars von Trier,Drama,Melancolía,R,Kirsten Dunst,Lars von Trier
Universal Pictures,Justin Lin,Action,Fast Five,PG-13,Vin Diesel,Chris Morgan
Focus Features,Joe Wright,Action,Hanna,PG-13,Saoirse Ronan,Seth Lochhead
Universal Pictures,George Nolfi,Romance,The Adjustment Bureau,PG-13,Matt Damon,George Nolfi
Blue Haze Entertainment,Pedro Almodóvar,Drama,La piel que habito,R,Antonio Banderas,Thierry Jonquet
Open Road Films (II),Joe Carnahan,Action,The Grey,R,Liam Neeson,Joe Carnahan
DreamWorks,Shawn Levy,Action,Real Steel,PG-13,Hugh Jackman,John Gatins
Paramount Pictures,Gore Verbinski,Animation,Rango,PG,Johnny Depp,John Logan
Code Red,Lance Daly,Drama,The Good Doctor,PG-13,Orlando Bloom,John Enbom
Morgan Creek Productions,Matthijs van Heijningen Jr.,Horror,The Thing,R,Mary Elizabeth Winstead,Eric Heisserer
Millennium Films,Marcus Nispel,Action,Conan the Barbarian,R,Jason Momoa,Thomas Dean Donnelly
Cottonwood Pictures,Terrence Malick,Drama,The Tree of Life,PG-13,Brad Pitt,Terrence Malick
Fox Searchlight Pictures,Alexander Payne,Comedy,The Descendants,R,George Clooney,Alexander Payne
Universal Pictures,Greg Mottola,Adventure,Paul,R,Simon Pegg,Simon Pegg
Universal Pictures,David Dobkin,Comedy,The Change-Up,R,Jason Bateman,Jon Lucas
Warner Bros.,Steven Soderbergh,Drama,Contagion,PG-13,Matt Damon,Scott Z. Burns
Asghar Farhadi Productions,Asghar Farhadi,Drama,A Separation,PG-13,Payman Maadi,Asghar Farhadi
Paramount Pictures,Craig Brewer,Comedy,Footloose,PG-13,Kenny Wormald,Dean Pitchford
Lionsgate,John Singleton,Action,Abduction,PG-13,Taylor Lautner,Shawn Christensen
Voltage Pictures,William Friedkin,Crime,Killer Joe,R,Matthew McConaughey,Tracy Letts
Enticing Entertainment,Sean McNamara,Biography,Soul Surfer,PG,AnnaSophia Robb,Sean McNamara
Summit Entertainment,Paul W.S. Anderson,Action,The Three Musketeers,PG-13,Logan Lerman,Alex Litvak
Summit Entertainment,Jonathan Levine,Comedy,50/50,R,Joseph Gordon-Levitt,Will Reiser
New Line Cinema,Bobby Farrelly,Comedy,Hall Pass,R,Owen Wilson,Pete Jones
Screen Australia,Julia Leigh,Drama,Sleeping Beauty,NOT RATED,Emily Browning,Julia Leigh
Warner Bros.,Todd Phillips,Comedy,The Hangover Part II,R,Bradley Cooper,Craig Mazin
Walt Disney Pictures,John Lasseter,Animation,Cars 2,G,Owen Wilson,John Lasseter
Pt. Merantau Films,Gareth Evans,Action,The Raid: Redemption,R,Iko Uwais,Gareth Evans
Focus Features,Cary Fukunaga,Drama,Jane Eyre,PG-13,Mia Wasikowska,Charlotte Brontë
Columbia Pictures,Steven Spielberg,Animation,The Adventures of Tintin,PG,Jamie Bell,Hergé
EuropaCorp,Olivier Megaton,Action,Colombiana,PG-13,Zoe Saldana,Luc Besson
Universal Pictures,David Gordon Green,Adventure,Your Highness,R,Danny McBride,Danny McBride
DreamWorks,Steven Spielberg,Drama,War Horse,PG-13,Jeremy Irvine,Lee Hall
Recorded Picture Company (RPC),David Cronenberg,Biography,A Dangerous Method,R,Michael Fassbender,Christopher Hampton
Universal Pictures,Oliver Parker,Action,Johnny English Reborn,PG,Rowan Atkinson,Hamish McColl
CBS Films,Simon West,Action,The Mechanic,R,Jason Statham,Richard Wenk
Columbia Pictures,George Clooney,Drama,The Ides of March,R,Paul Giamatti,George Clooney
Studio 37,Michel Hazanavicius,Comedy,The Artist,PG-13,Jean Dujardin,Michel Hazanavicius
Imagine Entertainment,Clint Eastwood,Biography,J. Edgar,R,Leonardo DiCaprio,Dustin Lance Black
Columbia Pictures,Jonathan Liebesman,Action,Battle Los Angeles,PG-13,Aaron Eckhart,Christopher Bertolini
Goldcrest Pictures,Gavin Wiesen,Drama,The Art of Getting By,PG-13,Freddie Highmore,Gavin Wiesen
Before The Door Pictures,J.C. Chandor,Drama,Margin Call,R,Zachary Quinto,J.C. Chandor
DreamWorks,Craig Gillespie,Comedy,Fright Night,R,Anton Yelchin,Marti Noxon
Twentieth Century Fox Animation,Carlos Saldanha,Animation,Rio,G,Jesse Eisenberg,Carlos Saldanha
Yellow Bird,Morten Tyldum,Crime,Headhunters,R,Aksel Hennie,Ulf Ryberg
Columbia Pictures,Raja Gosnell,Animation,The Smurfs,PG,Hank Azaria,J. David Stem
Paramount Vantage,Drake Doremus,Drama,Like Crazy,PG-13,Felicity Jones,Drake Doremus
StudioCanal,Joe Cornish,Action,Attack the Block,R,John Boyega,Joe Cornish
Hydraulx,Jeff Nichols,Drama,Take Shelter,R,Michael Shannon,Jeff Nichols
Dark Castle Entertainment,Jaume Collet-Serra,Action,Unknown,PG-13,Liam Neeson,Oliver Butcher
CBS Films,Daniel Barnz,Drama,Beastly,PG-13,Alex Pettyfer,Daniel Barnz
New Line Cinema,Steven Quale,Horror,Final Destination 5,R,Nicholas D'Agosto,Eric Heisserer
The Weinstein Company,Simon Curtis,Biography,My Week with Marilyn,R,Michelle Williams,Adrian Hodges
DreamWorks Animation,Jennifer Yuh Nelson,Animation,Kung Fu Panda 2,PG,Jack Black,Jonathan Aibel
"Harvey Boys, The",Kevin Smith,Action,Red State,R,Michael Parks,Kevin Smith
Artists Public Domain,Mike Cahill,Drama,Another Earth,PG-13,Brit Marling,Mike Cahill
Columbia Pictures,Mark Neveldine,Action,Ghost Rider: Spirit of Vengeance,PG-13,Nicolas Cage,Scott M. Gimple
Warner Bros.,Catherine Hardwicke,Fantasy,Red Riding Hood,PG-13,Amanda Seyfried,David Leslie Johnson
Screen Gems,Christian E. Christiansen,Drama,The Roommate,PG-13,Minka Kelly,Sonny Mallhi
Fox 2000 Pictures,Francis Lawrence,Drama,Water for Elephants,PG-13,Robert Pattinson,Richard LaGravenese
Twentieth Century Fox Film Corporation,David Gordon Green,Comedy,The Sitter,R,Jonah Hill,Brian Gatewood
